latitude,longitude,latlng,google_maps,title,Category,icon_image,Subcatid,Subcatname,Short_Desc,Long_Desc,Address1,Address2,City,State,Country,Zip,Neighborhood,Phone,Url,Open Hours,Wcities Url,lres_image,lres_image_2,High Res Image Url
25.7499167,-80.2557554,"25.7499167, -80.2557554","<a href=""https://www.google.com/maps/dir/Current+Location/25.7499167, -80.2557554"" target=""_blank"">Get directions</a>",Cibo Wine Bar-Miracle Mile,Bars And Cafes,images/bar.png,64,Wine Bars,World of Wine,"This warm and inviting establishment with its glass, exposed-brick and butcher block tables is a favorite in the Miami metro area. Indeed, Cibo Wine Bar has won several ""best of"" awards, including ""Best Wine Selection,"" ""Top 5 Wine Bars in Miami, "" and ""Best Restaurant in Coral Gables"" just to name a few. Don't take everyone else's word for it, though. the menu is a delicious collection of Italian favorites from bruschetta to homemade pastas, pizzas and meats. As for the wine, their International selection of varieties is stored in their glass, dual temperature controlled ""cellar"", so no matter what you order, it should be at the perfect temperature every time.",45 Miracle Mile,,Coral Gables,FL,United States,33134,Coral Gables,+1 305 442 4925,http://www.cibowinebar.com/index_cg.html,"Mo to We from 11:30 AM to 12:00 AM,th to Sa from 11:30 AM to 02:00 AM,Su from 11:30 AM to 12:00 AM",http://cityseekr.com/miami/bars-cafes/poi-cibo-wine-bar-785273.html,,,
25.768025,-80.133602,"25.768025, -80.133602","<a href=""https://www.google.com/maps/dir/Current+Location/25.768025, -80.133602"" target=""_blank"">Get directions</a>",Cibo Wine Bar-Pointe Dr,Bars And Cafes,images/bar.png,64,Wine Bars,Animated Atmosphere,"Located on South Pointe Drive in the hippie Miami Beach neighborhood, Cibo Wino Bar promises a wonderful experience. Taking forward South Beach's electrifying nightlife scene, Cibo also offers traditional Italian fare with a southern twist. A venture by Liberty Entertainment, this beach-side bistro features a laid-back ambiance, ideal to sip on your favorite concoctions in the company of your close friends. the decor remains a blend of styles, with glass and stone ramparts creatively accentuated with rustic wooden accents. Its eclectic menu boasts of classical preparations and contemporary delights.",200 South Pointe Drive,,Miami,FL,United States,33139,Miami Beach (South Beach),+1 305 987 6060,http://www.cibowinebar.com/,"Mo to th from 04:00 PM to 01:00 AM,Fr to Sa from 11:30 AM to 02:00 AM,Su from 11:00 AM to 01:00 AM",http://cityseekr.com/miami/bars-cafes/poi-cibo-wine-bar-950650.html,,,
25.7827,-80.3806,"25.7827, -80.3806","<a href=""https://www.google.com/maps/dir/Current+Location/25.7827, -80.3806"" target=""_blank"">Get directions</a>",Cin&egrave;Bistro at Dolphin Mall,Entertainment Venues,images/attraction.png,80,Movie theater,,,11471 NW 12th St,,Miami,FL,United States,33172,,305-455-7373,,,http://cityseekr.com/miami/entertainment-venues/poi-cin-bistro-at-dolphin-mall-774246.html,,,
25.961264,-80.185996,"25.961264, -80.185996","<a href=""https://www.google.com/maps/dir/Current+Location/25.961264, -80.185996"" target=""_blank"">Get directions</a>",Cineluxe 6 theatre,Entertainment Venues,images/attraction.png,80,Movie theater,,,850 Ives Dairy Road,,Miami,FL,United States,33179,North Miami/North Miami Beach,+1 305 249 2345,http://cineluxe6theaters.com/,,http://cityseekr.com/miami/entertainment-venues/poi-cineluxe-6-theatre-842779.html,,,
25.765615,-80.219658,"25.765615, -80.219658","<a href=""https://www.google.com/maps/dir/Current+Location/25.765615, -80.219658"" target=""_blank"">Get directions</a>",Cinema 1 ( MDC's Tower theater),Entertainment Venues,images/attraction.png,80,Movie theater,,,1508 Southwest 8th Street,MDC's Tower theater,Miami,FL,United States,33135,Coral Way,+1 305 643 8706,http://www.towertheatermiami.com/rental.aspx,,http://cityseekr.com/miami/entertainment-venues/poi-cinema-1-mdc-s-tower-theater-767360.html,,,
26.02951,-80.35948,"26.02951, -80.35948","<a href=""https://www.google.com/maps/dir/Current+Location/26.02951, -80.35948"" target=""_blank"">Get directions</a>",Cinemark Paradise 24,Entertainment Venues,images/attraction.png,80,Movie theater,,,15601 Sheridan Street,,Davie,FL,United States,33331,,(954)680-3495,,,http://cityseekr.com/miami/entertainment-venues/poi-cinemark-paradise-24-716405.html,,,
25.692182,-80.16156,"25.692182, -80.16156","<a href=""https://www.google.com/maps/dir/Current+Location/25.692182, -80.16156"" target=""_blank"">Get directions</a>",Cioppino,Restaurants,images/food-beverages.png,"131,164,132,189","Italian,Fish & Seafood,Mediterranean,Non-Smoking",Italian Speciality,"Cioppino offers authentic Tuscan food. Warm and comfortable surroundings have been created by the high ceilings, wood work and yellow hues. Sit anywhere indoors or on the terrace, the simple food and long wine list comes recommended. Take time over your food and savor every moment. the ocean view room at Cioppino as suggested faces the ocean with a spectacular view and is recommended for holding private events. Chef de Cuisine Ramon Guerrero came up with the award winning Cioppino menu that is offered to guests.",455 Grand Bay Drive,Ritz Carlton Key Biscayne,Key Biscayne,FL,United States,33149,,+1 305 365 4500,http://www.ritzcarlton.com/en/Properties/KeyBiscayne/Dining/Cioppino/Default.htm,"Mo to Su from 07:00 AM to 03:00 PM,Mo to Su from 06:00 PM to 10:30 PM",http://cityseekr.com/miami/restaurants/poi-cioppino-356069.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/356069-1.jpg,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/356069-2.jpg,"http://c0056906.cdn2.cloudfiles.rackspacecloud.com/356069-1.jpg,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/356069-2.jpg,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/356069.jpg"
25.768823,-80.189086,"25.768823, -80.189086","<a href=""https://www.google.com/maps/dir/Current+Location/25.768823, -80.189086"" target=""_blank"">Get directions</a>",Cipriani ,Restaurants,images/food-beverages.png,"131,179,172,183,193,000","Italian,Dine With A View,Alfresco,For Groups,Private Events,Romantic",Dine in Style,"Cipriani, with its elaborately decorated interiors and excellent views makes for an exquisite dining experience. the opulent chandeliers, glass walls that extend upto the ceiling and its waterfront location further adds to its exclusiveness. While the space is lavish, the menu is a rich spread of Italian cuisine, made from the finest and freshest ingredients. Dishes like Baked Green Tagliolini with Praga Ham, Risotto alla Primavera, Grilled Mediterranean Branzino with Saut&egrave;ed Broccoli Rabe and Veal Piccatine al Limone with Rice Pilaf are prepared and served with style. the desserts like Crema Antica and Strawberry Millefoglie give a perfect ending to this lovely culinary journey. You can also hire Cipriani for business luncheons and private celebrations.",465 Brickell Avenue,CU1,Miami,FL,United States,33131,Downtown Miami,+1 786 329 4090,http://www.cipriani.com/en/services/restaurants/cipriani-downtown-miami,Mo to Su from 12:00 PM to 12:00 AM,http://cityseekr.com/miami/restaurants/poi-cipriani-853984.html,,,
25.8117,-80.1232,"25.8117, -80.1232","<a href=""https://www.google.com/maps/dir/Current+Location/25.8117, -80.1232"" target=""_blank"">Get directions</a>",Circa39,Accommodations,images/hotel.png,2,Expensive,Luxurious Stay,"Located on Collins Avenue, Circa39 is a boutique hotel that offers excellent accommodation facilities. Established in 1939, the hotel was heavily renovated and reopened in 2014. Each room is decorated with elegant furnishings and provides good amenities for a comfortable stay. Experience a fine dining session at the Jules Kitchen; the restaurant serves globally inspired comfort food. Enjoy tantalizing cocktails at the WunderBar. the hotel is ridiculously close to the beautiful beach and also houses a beautifully maintained swimming pool. the hotel makes good arrangements for business meetings; their expert staff ensures that every event hosted is a grand success. ",3900 Collins Avenue,,Miami,FL,United States,33140,North Miami/North Miami Beach,+1 305 538 4900,http://www.circa39.com/,,http://cityseekr.com/miami/accommodation/poi-circa39-451352.html,,,
25.784015,-80.194257,"25.784015, -80.194257","<a href=""https://www.google.com/maps/dir/Current+Location/25.784015, -80.194257"" target=""_blank"">Get directions</a>",Cisneros Fontanals Art Foundation,Museums And Galleries,images/museum.png,51,Contemporary Art,Latin America Meets Miami,"This warehouse-turned-artspace showcases the work of over 500 up-and-coming Latin American artists. the Cisneros Fontanals Art Foundation, or CIFO, is a non-profit art organization that gives grants and exhibitions to cultural and contemporary artists, and this warehouse acts as their art space. Gallery hours vary; please check the website for details. Tours can be arranged by appointment, and the space can also be rented for corporate or private events.",1018 North Miami Avenue,,Miami,FL,United States,33136,Downtown Miami,+1 305 455 3380,http://www.cifo.org/,,http://cityseekr.com/miami/museums-galleries/poi-cisneros-fontanals-art-foundation-722429.html,,,
25.79563,-80.18931,"25.79563, -80.18931","<a href=""https://www.google.com/maps/dir/Current+Location/25.79563, -80.18931"" target=""_blank"">Get directions</a>",City Hall the Restaurant,Restaurants,images/food-beverages.png,473,American,,,2004 Biscayne Boulevard,,Miami,FL,United States,33137,Downtown Miami,+1 305 764 3130,http://www.cityhalltherestaurant.com/,"Mo to th from 11:30 AM to 11:00 PM,Fr to Sa from 11:30 AM to 01:00 AM,Su from 10:00 AM to 10:00 PM",http://cityseekr.com/miami/restaurants/poi-city-hall-the-restaurant-842911.html,,,
25.793294,-80.193447,"25.793294, -80.193447","<a href=""https://www.google.com/maps/dir/Current+Location/25.793294, -80.193447"" target=""_blank"">Get directions</a>",City of Miami Cemetery,Tourist Attractions And Sightseeings,images/attraction.png,40,"Parks, Gardens & Cemeteries",Miami's Oldest Cemetery,"This historic cemetery has been around since 1887 with its first reported burial being ten years later, making it the oldest cemetery in the entire Miami-Dade County. the cemetery grounds were originally separated; one part for whites and one for blacks. Cemetery plot owners actually hold deeds to the land of their plot, but only the deed holder or his/her family is allowed to be buried there. Many of Miami's founders and prominent figures are buried at the cemetery, including Julia Tuttle, the ""Mother of Miami.""",1800 Northeast 2nd Avenue,,Miami,FL,United States,33132,Downtown Miami,+1 305 579 6938,http://www.miamigov.com/Parks/pages/park_listings/cemetery.asp,,http://cityseekr.com/miami/tourist-attractions-sightseeing/poi-city-of-miami-cemetery-722432.html,,,
25.749602,-80.26016,"25.749602, -80.26016","<a href=""https://www.google.com/maps/dir/Current+Location/25.749602, -80.26016"" target=""_blank"">Get directions</a>",CJ's Animation Art Gallery,Museums And Galleries,images/museum.png,84,Other,Originals and Replicas of Mickey & Minnie,"CJ's Animation Art Gallery is part gallery, part toy factory, and part wonderland. Located on the Miracle Mile, it features a stunning array of cartoon art. All the Disney and Warner Brothers characters are represented here, in original production celluloid, reproduction prints, and sculptures. Animation fans could easily spend entire days browsing this store.",279 Miracle Mile,,Miami,FL,United States,33134,Coral Gables,+1 305 529 1700,,Mo to Sa from 11:00 AM to 09:00 PM,http://cityseekr.com/miami/museums-galleries/poi-cj-s-animation-art-gallery-36574.html,,,
25.775803,-80.131706,"25.775803, -80.131706","<a href=""https://www.google.com/maps/dir/Current+Location/25.775803, -80.131706"" target=""_blank"">Get directions</a>",CJ's Crab Shack,Restaurants,images/food-beverages.png,164,Fish & Seafood,Crabs and Fish,"Experience amazing seafood in a lively yet relaxed atmosphere at CJ's Crab Shack. Located right off the beach, this is the best place to dine and unwind after you've soaked up some sun. CJ's brings the ocean's freshest catches to your plate; Alaskan King Crabs, Tomato and Avocado Shrimp, Oysters and Fried Shrimp will have you salivating. Eccentric cocktails and beers are perfect complements to the seafood variety on offer. Enjoy Happy Hours daily from 4p to 7p.",600 Ocean Drive,Between 6th & 7th Streets,Miami Beach,FL,United States,33139,,+1 305 604 5951,http://www.cjscrabshack.com/,,http://cityseekr.com/miami/restaurants/poi-cj-s-crab-shack-783589.html,,,
25.447993,-80.474271,"25.447993, -80.474271","<a href=""https://www.google.com/maps/dir/Current+Location/25.447993, -80.474271"" target=""_blank"">Get directions</a>",Claire's,Shoppings,images/shopping.png,"219,225,222,223,111","Accessories,Specialty,Factory Outlet,Women's,Other",that One Look,"Want to look your best for your date? All you need is one halt at Claire's. Pick up earrings, necklaces, bracelets, and lipstick to match your dress and wear your boldest attitude along with it. think you spent too much money on unnecessary stuff? Check out the look in your boyfriend's eyes and you'll stop regretting.",165 250 East Palm Drive,Prime Outlets,Florida City,FL,United States,33034,,+1 305 248 7680,http://www.claires.com/,"Mo to Sa from 10:00 AM to 09:00 PM,Su from 11:00 AM to 07:00 PM",http://cityseekr.com/miami/shopping/poi-claire-s-331352.html,,,
25.778145,-80.133642,"25.778145, -80.133642","<a href=""https://www.google.com/maps/dir/Current+Location/25.778145, -80.133642"" target=""_blank"">Get directions</a>",Clandestino Pub,Bars And Cafes,images/bar.png,468,Live Music,Trendy & Casual,"Meandering along a palm-lined street, one comes across the Clandestino Pub with a huge black and white skull logo. Get into the holiday mood as you head into this quirky bar for late-night drinks, a smoke and a dose of trendy music. As you listen to indie rock, punk and rockabilly beats, grab a tequila-infused cocktail, and choose from 80 craft beers and an extensive selection of mezcal. their television screen shows classical movies and there are even theme nights for dancing. this is a casual place to get away from the pressure of the intense nightlife scene in SoBe, yet be in the loop.",758 Washington Avenue,,Miami Beach,FL,United States,33139,,+1 305 397 8946,,Mo to Su from 06:00 PM to 05:00 AM,http://cityseekr.com/miami/bars-cafes/poi-clandestino-pub-939605.html,,,
25.79245,-80.12983,"25.79245, -80.12983","<a href=""https://www.google.com/maps/dir/Current+Location/25.79245, -80.12983"" target=""_blank"">Get directions</a>",Claremont Hotel,Accommodations,images/hotel.png,4,Inexpensive,,,1700 Collins Avenue,,Miami Beach,FL,United States,33139,,,,,http://cityseekr.com/miami/accommodation/poi-claremont-hotel-427550.html,,,
25.786,-80.1307,"25.786, -80.1307","<a href=""https://www.google.com/maps/dir/Current+Location/25.786, -80.1307"" target=""_blank"">Get directions</a>",Clarion Collection the Delores,Accommodations,images/hotel.png,2,Expensive,,,1420 Collins Avenue,,Miami Beach,FL,United States,33139,,,,,http://cityseekr.com/miami/accommodation/poi-clarion-collection-the-delores-449793.html,,,
25.855741,-80.120465,"25.855741, -80.120465","<a href=""https://www.google.com/maps/dir/Current+Location/25.855741, -80.120465"" target=""_blank"">Get directions</a>",Clarion Suites Crystal Beach,Accommodations,images/hotel.png,2,Expensive,Suites on the Beach,"Gorgeous, luxurious accommodations wait at the Clarion Suites, where you can relax on the oceanfront sundeck, take a dip in the pool, or stroll along the beach. Golf courses and tennis facilities are nearby, and a fully-equipped fitness center is available on-site. Each unit is a sunny one-bedroom suite appointed with a mini-kitchen. the art deco design makes for a colorful, tropical atmosphere. the exclusive Bal Harbour Shops are located just blocks away and ; world-famous South Beach nightlife and dining are a ten-minute ride by car.",6985 Collins Avenue,,Miami,FL,United States,33141,,+1 305 865 9555,http://www.clarionsuitesresort.com/,,http://cityseekr.com/miami/accommodation/poi-clarion-suites-crystal-beach-39551.html,,,
25.719142,-80.281663,"25.719142, -80.281663","<a href=""https://www.google.com/maps/dir/Current+Location/25.719142, -80.281663"" target=""_blank"">Get directions</a>",Clarke Recital Hall in the Weeks Center for Recording and Performance at UM Frost School of Music,Entertainment Venues,images/attraction.png,"200,201","Classical,Contemporary",Concerts And Recitals,"Located in University of Miami, Clarke Recital Hall is renowned for concerts, recitals and ensemble performances. Seated in this hall with state-of-art light and sound systems and stylish interiors adds more drama to the performance. the recital hall also boasts of a recording studio.",5501 San Amaro Drive,"Frost School of Music, Universty of Miami",Coral Gables,FL,United States,33146,,+1 305 284 2241,http://www.miami.edu/frost/index.php/frost/frost_events/,,http://cityseekr.com/miami/entertainment-venues/poi-clarke-recital-hall-in-the-weeks-center-for-recording-and-performance-at-um-frost-school-of-music-371153.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/371153-1.JPG,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/371153-2.jpg,"http://c0056906.cdn2.cloudfiles.rackspacecloud.com/371153-1.JPG,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/371153-2.jpg,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/371153-3.jpg,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/371153-4.JPG"
25.786993,-80.131835,"25.786993, -80.131835","<a href=""https://www.google.com/maps/dir/Current+Location/25.786993, -80.131835"" target=""_blank"">Get directions</a>",Clay Hotel,Accommodations,images/hotel.png,3,Moderate,"Friendly, Central & Cheap","The Clay Hotel is a moderately-priced South Beach hotel that is frequented by young travelers from around the world. Built in 1925 and once home to Al Capone's South Florida gambling ring, the hotel was renovated in 1980. It still boasts its original wood counter, as well as terracotta floors and the all-around charm of Spanish deco. there's almost no reason to leave the hotel except that it's two blocks from the beach and right in the heart of South Beach.",1438 Washington Avenue,,Miami Beach,FL,United States,33139,,+1 305 534 2988,http://www.clayhotel.com/,,http://cityseekr.com/miami/accommodation/poi-clay-hotel-28236.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/28236-1.jpg,,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/28236-1.jpg
25.786559,-80.130501,"25.786559, -80.130501","<a href=""https://www.google.com/maps/dir/Current+Location/25.786559, -80.130501"" target=""_blank"">Get directions</a>",Clifton Hotel South Beach,Accommodations,images/hotel.png,2,Expensive,,,1433 Collins Ave,,South Beach,FL,United States,33139,,,,,http://cityseekr.com/miami/accommodation/poi-clifton-hotel-south-beach-451404.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/451404.jpg,,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/451404.jpg
25.773579,-80.187469,"25.773579, -80.187469","<a href=""https://www.google.com/maps/dir/Current+Location/25.773579, -80.187469"" target=""_blank"">Get directions</a>",Clos Bistro & Caf&egrave;,Restaurants,images/food-beverages.png,"140,155","Argentinean,Bistros & Brasseries",Latin Coffee & Snacks,"Offering a range of South American preparations along with their signature strong coffees, Clos Cafe on Biscayne Boulevard is a gem of Central Miami. An irresistible aroma wafts from this here coffeehouse that attracts many a coffee fiends from across town. Stop by and enjoy a steaming cuppa and nosh on tasty Argentinian empanadas and Spanish tapas. they also take catering orders for big and small events; check the website for more details.",100 South Biscayne Boulevard,,Miami,FL,United States,33131,Downtown Miami,+1 305 416 3300,http://www.closcafe.com/,"Mo to Fr from 07:30 AM to 06:30 PM,Sa from 09:00 AM to 03:00 PM",http://cityseekr.com/miami/restaurants/poi-clos-bistro-caf-855662.html,,,
25.785285,-80.131413,"25.785285, -80.131413","<a href=""https://www.google.com/maps/dir/Current+Location/25.785285, -80.131413"" target=""_blank"">Get directions</a>",Club Deuce,Bars And Cafes,images/bar.png,59,Dive Bar,Grand Old Bar,"Club Deuce attracts folks from all stratas of society with its laidback aura. With the juke box playing a wide variety of music, the fun quotient of this place increases by the hour; the later, the better. Equipped with a horseshoe bar and pool table, it is surely set with all the elements that make a night out experience at a bar truly amazing. First established in 1926, this old timer still shines through when other establishments have come and gone. Don't forget to carry cash though as this 21-over club doesn't accept credit cards.",222 14th Street,,Miami Beach,FL,United States,33139,Miami Beach (South Beach),+1 305 531 6200,,Mo to Su from 08:00 AM to 05:00 AM,http://cityseekr.com/miami/bars-cafes/poi-club-deuce-379866.html,,,
25.95523,-80.146748,"25.95523, -80.146748","<a href=""https://www.google.com/maps/dir/Current+Location/25.95523, -80.146748"" target=""_blank"">Get directions</a>",Coach,Shoppings,images/shopping.png,"219,224,223","Accessories,Men's,Women's",Fine Leather Goods,"On Stepping inside of Coach, you catch a scent of leather. Light wooden floors and a spacious interior give this Aventura Mall shop an atmosphere of elegance. An assortment of gorgeous leather jackets is available for men and women, along with a variety of accessories. You can find handbags, belts, wallets, day-planners, and shoes. the prices are reasonably high-end. the store is located at Aventura Mall.",19501 Biscayne Blvd,Aventura Mall,Aventura,FL,United States,33180,,+1 305 935 7549,http://www.coach.com/,"Mo to Sa from 10:00 AM to 09:30 PM,Su from 12:00 PM to 08:00 PM",http://cityseekr.com/miami/shopping/poi-coach-42874.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/42874-1.jpg,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/42874-2.jpg,"http://c0056906.cdn2.cloudfiles.rackspacecloud.com/42874-1.jpg,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/42874-2.jpg,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/42874.jpg"
25.7827404,-80.3806708,"25.7827404, -80.3806708","<a href=""https://www.google.com/maps/dir/Current+Location/25.7827404, -80.3806708"" target=""_blank"">Get directions</a>",Cobb Cin&egrave;Bistro at Dolphin Mall,Entertainment Venues,images/attraction.png,80,Movie theater,,,11471 NW 12th St,,Miami,FL,United States,33172,,+1 305 455 7373,,,http://cityseekr.com/miami/entertainment-venues/poi-cobb-cin-bistro-at-dolphin-mall-642713.html,,,
25.7827,-80.3806,"25.7827, -80.3806","<a href=""https://www.google.com/maps/dir/Current+Location/25.7827, -80.3806"" target=""_blank"">Get directions</a>",Cobb Dolphin 19,Entertainment Venues,images/attraction.png,80,Movie theater,,,11471 NW 12th Street,,Miami,FL,United States,33172,,305-591-0785,,,http://cityseekr.com/miami/entertainment-venues/poi-cobb-dolphin-19-774022.html,,,
25.7827186,-80.3806735,"25.7827186, -80.3806735","<a href=""https://www.google.com/maps/dir/Current+Location/25.7827186, -80.3806735"" target=""_blank"">Get directions</a>",Cobb Dolphin 19 Cinemas,Entertainment Venues,images/attraction.png,80,Movie theater,,,11471 NW 12th Street,,Miami,FL,United States,33172,,+1 305 591 0785,,,http://cityseekr.com/miami/entertainment-venues/poi-cobb-dolphin-19-cinemas-641334.html,,,
25.931,-80.298,"25.931, -80.298","<a href=""https://www.google.com/maps/dir/Current+Location/25.931, -80.298"" target=""_blank"">Get directions</a>",Cobb Grand 18,Entertainment Venues,images/attraction.png,80,Movie theater,,,17355 NW 59th Ave.,,Hialeah,FL,United States,33015,,305-231-5252,,,http://cityseekr.com/miami/entertainment-venues/poi-cobb-grand-18-774013.html,,,
25.9306,-80.294,"25.9306, -80.294","<a href=""https://www.google.com/maps/dir/Current+Location/25.9306, -80.294"" target=""_blank"">Get directions</a>",Cobb Hialeah 18 Cinemas,Entertainment Venues,images/attraction.png,80,Movie theater,,,17355 NW 59th Ave.,,Hialeah,FL,United States,33015,,+1 305 231 5252,,,http://cityseekr.com/miami/entertainment-venues/poi-cobb-hialeah-18-cinemas-641248.html,,,
25.913,-80.3098,"25.913, -80.3098","<a href=""https://www.google.com/maps/dir/Current+Location/25.913, -80.3098"" target=""_blank"">Get directions</a>",Cobb Miami Lakes 17,Entertainment Venues,images/attraction.png,80,Movie theater,,,6711 Main St.,,Miami Lakes,FL,United States,33014,,+1 305 558 3814,,,http://cityseekr.com/miami/entertainment-venues/poi-cobb-miami-lakes-17-638525.html,,,
25.471146,-80.477353,"25.471146, -80.477353","<a href=""https://www.google.com/maps/dir/Current+Location/25.471146, -80.477353"" target=""_blank"">Get directions</a>",Cobblestone Antiques,Shoppings,images/shopping.png,102,Antiques,Hundreds Of Cameos,"Cobblestone Antiques is a cozy little store on the north end of Homestead's antique district and is packed with cameos. It also has an array of exquisite Victorian jewelry. Long, treasure-filled jewelry cases share the premises with some extraordinary American oak furniture. It is easy to spend an hour or more here, admiring cameos, earrings, necklaces and brooches. the owner, Adelaide, is generous with information and conversation, too.",115 North Krome Avenue,,Homestead,FL,United States,33030,,+1 305 245 8831,,Mo to Sa from 10:00 PM to 05:00 PM,http://cityseekr.com/miami/shopping/poi-cobblestone-antiques-240517.html,,,
25.95523,-80.146748,"25.95523, -80.146748","<a href=""https://www.google.com/maps/dir/Current+Location/25.95523, -80.146748"" target=""_blank"">Get directions</a>",Coco Lunette 2,Shoppings,images/shopping.png,219,Accessories,Exclusive Eyewear,"This is a small shop, featuring a small but impressive selection of exclusive eyewear. One of several eyewear boutiques in Aventura Mall, Coco Lunette 2 was created with high fashion in mind. Most of the merchandise in the store is by a known designer. You will find glasses by Dolce & Gabbana, Jean-Paul Gaultier, Gucci, Cartier, and more. All styles and colors are available. Expect to pay top dollar for top quality merchandise. the original Coco Lunette is located in Coconut Grove.",19501 Biscayne Boulevard,Aventura Mall,Aventura,FL,United States,33180,,+1 305 935 8771,,"Mo to Sa from 10:00 AM to 09:30 PM,Su from 12:00 AM to 08:00 PM",http://cityseekr.com/miami/shopping/poi-coco-lunette-2-42251.html,,,
25.95796,-80.14192,"25.95796, -80.14192","<a href=""https://www.google.com/maps/dir/Current+Location/25.95796, -80.14192"" target=""_blank"">Get directions</a>",Coco Paris,Shoppings,images/shopping.png,223,Women's,A Pleasant Surprise,"After a tour through the exclusive shops at Bal Harbour, you may do a double-take when you see Coco Paris' prices. this designer-wear is truly affordable. the atmosphere is distinctly more comfortable than some of the other shops in the mall. Sales personnel are young, friendly, and unpretentious. the clothing displayed is somewhat wild with lots of color and plenty of spice.",19575 Biscayne Boulevard,,Aventura,FL,United States,33180,Aventura,+1 305 936 9533,http://www.cocoparis.com/,"Mo to Sa from 10:00 AM to 09:30 PM,Su from 12:00 PM to 08:00 PM",http://cityseekr.com/miami/shopping/poi-coco-paris-32183.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/32183.jpg,,
25.714649,-80.256772,"25.714649, -80.256772","<a href=""https://www.google.com/maps/dir/Current+Location/25.714649, -80.256772"" target=""_blank"">Get directions</a>",Coconut Grove,Tourist Attractions And Sightseeings,images/attraction.png,33,Attractions & Landmark,City Gem,"Located just south of downtown Miami and northeast of the University of Miami, Coconut Grove is a charming neighborhood, though locals refer to it as a village. Surrounded by lush greenery and flanked by the Biscayne Bay, the Grove as it is locally known has been an alluring place for creative artists, eccentrics, travelers and rich entrepreneurs. Coconut Grove is filled with quaint shops, tree lined streets, nightclubs, and fabulous dining. Some attractions include CocoWalk, Streets of Mayfair, Coconut Grove Playhouse and Barnacle Historic State Park.",Interstate 95 to US1,at South Bayshore Drive,Miami,FL,United States,33133,Coral Way,+1 305 461 5506,http://www.coconutgrove.com/,,http://cityseekr.com/miami/tourist-attractions-sightseeing/poi-coconut-grove-361923.html,,,
25.711209,-80.252861,"25.711209, -80.252861","<a href=""https://www.google.com/maps/dir/Current+Location/25.711209, -80.252861"" target=""_blank"">Get directions</a>",Coconut Grove Bed & Breakfast,Accommodations,images/hotel.png,2,Expensive,Lovely Home In A Great Location,"If you are looking for a comfortable, home-like environment in Coconut Grove, this inn is well worth a visit. Located in a lovely neighborhood convenient to the beach, as well as golf and tennis facilities, this small, two-story inn features three spacious guestrooms, all on the second floor and all featuring private marble bathrooms. the rooms also feature coffeemakers, hair dryers, minibars and safes. A full breakfast is served each morning in the house dining room.",4286 Douglas Road,,Miami,FL,United States,33133,Coconut Grove,+1 305 665 2274,,,http://cityseekr.com/miami/accommodation/poi-coconut-grove-bed-breakfast-93590.html,,,
25.726778,-80.240337,"25.726778, -80.240337","<a href=""https://www.google.com/maps/dir/Current+Location/25.726778, -80.240337"" target=""_blank"">Get directions</a>",Coconut Grove Library,Tourist Attractions And Sightseeings,images/attraction.png,37,Libraries,Historic Bulding Houses Library Branch,"On June 15, 1895, the ladies of the Pine Needles Club established the first  subscription reading room in Cocoanut Grove (original spelling).  In 1900, the Cocoanut Grove Library Association was  incorporated, and in 1901, Miami-Dade County's first library building was  built in the area. It was many years before the county had a public library system, so this is more than a historic building. the wide veranda and large windows give the place an airy look that is so appropriate for the area, right on Biscayne Bay. In a time of e-books and e-everything, the fact that this place is still open, it's a marvel. this library is able to represent so much history, which is wonderful. A visit will show you a side of Miami very few explore, away from high-rises, beaches, nightlife. A must-see while getting to know South Florida! - Mercedes de Marchena ",2875 McFarlane Road,,Miami,FL,United States,33133,Coconut Grove,+1 305 442 8695,,"Mo to Mo from 09:30 AM to 06:00 PM,Tu to Tu from 11:30 AM to 08:00 PM,We to th from 09:30 AM to 06:00 PM,Sa to Sa from 09:30 AM to 06:00 PM",http://cityseekr.com/miami/tourist-attractions-sightseeing/poi-coconut-grove-library-718410.html,,,
25.72903,-80.24607,"25.72903, -80.24607","<a href=""https://www.google.com/maps/dir/Current+Location/25.72903, -80.24607"" target=""_blank"">Get directions</a>",CocoStyle Residences,Accommodations,images/hotel.png,3,Moderate,,,3250 Grand Avenue,,Miami,FL,United States,33133,Coconut Grove,,,,http://cityseekr.com/miami/accommodation/poi-cocostyle-residences-440397.html,,,
