source_id,registry_id,rcr_name,rcr_street,rcr_city,rcr_state,fac_lat,fac_long,fac_percent_minority,rcra_curr_snc,rcra_curr_compl_status,rcra_qtrs_in_nc,rcra_curr_violation_types,rcra_insp_cnt,rcra_iea_cnt,rcra_last_iea_date,rcra_fea_cnt,fac_map_flg
"CTD001160811","110000880182","NATIONAL CHROMIUM CO INC","10 SENEXET RD","PUTNAM","CT",41.929154,-71.929301,7.433,"No","No Violation",0,"NA",0,1,09/27/2011,0,"Y"
"CTD001162460","110011371229","LIGHT METALS COLORING CO INC","270 SPRING ST","SOUTHINGTON","CT",41.63045,-72.88285,11.607,"No","No Violation",0,"NA",0,0,12/12/2005,0,"Y"
"CTD001162775","110000610777","GILBERT & BENNETT MFG CORP GEORGETOWN LAND DEV","1 N MAIN ST","GEORGETOWN","CT",41.25855,-73.427755,9.637,"No","No Violation",0,"NA",0,0,05/11/1994,0,"Y"
"CTD001162858","110000610786","HOWE FURNITURE CORP","151 WOODWARD AVE","NORWALK","CT",41.085026,-73.414298,48.204,"No","No Violation",0,"NA",0,0,08/15/2000,0,"Y"
"CTD001164334","110000610811","VIRGINIA INDUSTRIES INC","30 KNOTTER DR","CHESHIRE","CT",41.562801,-72.909417,13.491,"No","No Violation",0,"NA",0,0,04/09/1992,0,"Y"
"CTD001164342","110000621578","CARPIN MFG INC","59 W CLAY ST","WATERBURY","CT",41.549586,-73.039885,53.418,"No","Noncompliance",12,"264.G, 264.H, NA",0,0,03/06/2000,0,"Y"
"CTD001164607","110000317274","WATERBURY ROLLING MILLS","240 E AURORA ST","WATERBURY","CT",41.57174,-73.05915,53.093,"No","Noncompliance",12,"264.H, 265.H, NA",0,0,12/24/2002,0,"Y"
"CTD001165695","110000581718","WATERBURY CO INC THE","64 AVENUE OF INDUSTRY","WATERBURY","CT",41.551584,-72.96837,38.245,"No","No Violation",0,"NA",0,0,01/28/1994,0,"Y"
"CTD001165703","110000610820","I T W WATERBURY BUCKLE PLASTIGLIDE","952 S MAIN ST","WATERBURY","CT",41.543281,-73.037531,51.969,"No","No Violation",0,"NA",0,0,10/25/1994,0,"Y"
"CTD001166008","110000610848","HARPER LEADER INC","1046 S MAIN ST","WATERBURY","CT",41.541819,-73.037395,51.704,"No","No Violation",0,"NA",0,0,02/26/1986,0,"Y"
"CTD001166263","110000317210","MIRROR POLISHING AND PLATING CO","346 HUNTINGDON AVE","WATERBURY","CT",41.576302,-73.05971,53.376,"No","No Violation",0,"NA",1,0,09/29/2004,0,"Y"
"CTD001167493","110011371112","BALL & SOCKET MFG CO INC","493 W MAIN ST","CHESHIRE","CT",41.50681,-72.91338,15.56,"No","No Violation",0,"NA",0,0,01/05/2007,0,"Y"
"CTD001168137","110000316060","IDEAL PRODUCTS LLC","158 PINESBRIDGE ROAD","BEACON FALLS","CT",41.42751,-73.07999,9.933,"No","No Violation",0,"NA",0,0,09/21/1999,0,"Y"
"CTD001168533","110000748273","PHARMACIA & UPJOHN CO LLC","41 STILES LN","NORTH HAVEN","CT",41.375384,-72.878626,22.041,"No","No Violation",0,"NA",0,0,05/28/2008,0,"Y"
"CTD001168558","110000581745","RISDON AMS CORP","15 OLD NEWTOWN ROAD","DANBURY","CT",41.40524,-73.42379,41.631,"No","No Violation",0,"NA",0,0,09/20/1996,0,"Y"
"CTD001173467","110050813978","ALLNEX USA INC","528 S CHERRY ST","WALLINGFORD","CT",41.435,-72.836389,14.627,"No","No Violation",0,"NA",1,1,06/07/2012,0,"Y"
"CTD001174580","110000610866","SPECIFICATIONS PLATING INC","740 SEAVIEW AVE","BRIDGEPORT","CT",41.173688,-73.171576,74.703,"No","No Violation",0,"NA",0,0,04/27/2001,0,"Y"
"CTD001179688","110000621587","SYNTHETIC PRODUCTS  CO ","1525 STRATFORD AVE","STRATFORD","CT",41.18667,-73.13969,57.795,"No","No Violation",0,"NA",0,0,09/16/2010,0,"Y"
"CTD001180587","110000610884","O & G INDUSTRIES INC","325 HANCOCK AVE","BRIDGEPORT","CT",41.165107,-73.210289,64.031,"No","Noncompliance",12,"264.A, 264.G, 264.H, 265.F, FEA, NA",0,0,10/07/1986,0,"Y"
"CTD001181205","110000317586","VANDERBILT CHEMICALS LLC","31 TAYLOR AVE","BETHEL","CT",41.36671,-73.41401,37.432,"No","No Violation",4,"262.A, 265.A, NA",1,1,05/22/2014,0,"Y"
"CTD001181502","110000610893","STRATFORD ARMY ENGINE PLANT","550 MAIN ST","STRATFORD","CT",41.17029,-73.1259,53.411,"No","No Violation",0,"NA",0,0,03/03/1995,0,"Y"
"CTD001265636","110002152223","MEDALLIC ART","OLD RIDGEBURY RD","DANBURY","CT",41.382,-73.516,37.929,"No","Noncompliance",12,"264.G, 264.H, 265.F, NA",0,0,,0,"Y"
"CTD001442417","110000621596","SIBLEY CO","95 BRIDGE ST","HADDAM","CT",41.452051,-72.468658,5.388,"No","Noncompliance",12,"NA, XXS",0,0,08/26/1987,0,"Y"
"CTD001449602","110000317577","SANDVIK WIRE AND HEATING TECH","119 WOOSTER ST","BETHEL","CT",41.38409,-73.4186,43.464,"No","No Violation",0,"NA",1,1,12/20/2012,0,"Y"
"CTD001449735","110011368590","SIKORSKY AIRCRAFT CORP","1210 SOUTH AVE","BRIDGEPORT","CT",41.162997,-73.20454,66.94,"No","No Violation",0,"NA",0,0,07/22/1985,0,"Y"
"CTD001449784","110000316970","SIKORSKY AIRCRAFT CORP","6900 MAIN ST","STRATFORD","CT",41.2484,-73.09765,15.324,"No","No Violation",0,"NA",0,0,10/16/2009,0,"Y"
"CTD001449826","110016683490","CHEMTURA NAUGATUCK","280 ELM ST","NAUGATUCK","CT",41.479542,-73.052944,18.411,"No","No Violation",1,"265.H, NA, XXS",1,1,03/05/2012,0,"Y"
"CTD001450006","110000317327","UNIMETAL SURFACE FINISHING LLC","15 E WATERBURY RD","NAUGATUCK","CT",41.50577,-73.02449,31.045,"No","No Violation",0,"NA",1,1,05/07/2013,0,"Y"
"CTD001450154","110000498266","WHYCO FINISHING TECHNOLOGIES","670 WATERBURY RD","THOMASTON","CT",41.643153,-73.07872,6.07,"No","No Violation",0,"NA",0,1,11/03/2011,0,"Y"
"CTD001453216","110000621612","SPORTING GOODS PROPERTIES INC","615 ASYLUM ST","BRIDGEPORT","CT",41.201782,-73.172731,67.327,"No","Noncompliance",12,"264.H, 265.H, NA",0,1,05/16/2013,0,"Y"
"CTD001453232","110028275952","WAMPUS MILFORD ASSOCIATES LLC","80 WAMPUS LN","MILFORD","CT",41.22427,-73.04684,14.51,"No","Noncompliance",12,"265.B, NA",0,0,05/23/1995,0,"Y"
"CTD001453711","110000316961","GENERAL ELECTRIC CO","1285 BOSTON AVE","BRIDGEPORT","CT",41.193338,-73.170464,69.603,"No","No Violation",0,"NA",0,0,02/28/1994,0,"Y"
"CTD001840974","110000610973","ASHCROFT INC","250 E MAIN ST","STRATFORD","CT",41.20327,-73.11795,41.653,"No","No Violation",0,"NA",1,0,11/30/2004,0,"Y"
"CTD002496909","110000317443","SUMMIT CORP OF AMERICA","1430 WATERBURY RD","THOMASTON","CT",41.623153,-73.064553,23.487,"No","No Violation",0,"NA",0,0,01/25/2011,0,"Y"
"CTD002593416","110000610982","POWER SEMICONDUCTORS INC","90 MUNSON ST","MILFORD","CT",41.21009,-73.09403,20.323,"No","Noncompliance",12,"264.H, 264.S, FEA, NA",0,0,04/27/2007,0,"Y"
"CTD002593887","110000317069","TRADEBE TREATMENT AND RECYCLING OF BRIDGEPORT LLC","50 CROSS ST","BRIDGEPORT","CT",41.186485,-73.159156,70.226,"No","Noncompliance",7,"262.A, NA, PCR",3,2,11/25/2015,0,"Y"
"CTD003935905","110000581683","U T C PRATT & WHITNEY","400 AIRCRAFT RD","MIDDLETOWN","CT",41.536812,-72.561543,12.067,"No","No Violation",0,"NA",0,0,06/28/1999,0,"Y"
"CTD018668269","110000863860","ELECTRIC BOAT CORP MIDWAY FACILITY","DEPOT RD","GROTON","CT",41.34,-72.032,28.046,"No","No Violation",0,"NA",0,0,,0,"Y"
"CTD021816889","110000316248","TRADEBE TREATMENT AND RECYCLING OF NORTHEAST LLC","136 GRACEY AVE","MERIDEN","CT",41.553554,-72.793014,43.101,"No","Noncompliance",9,"NA, XXS",5,4,10/08/2015,0,"Y"
"CTD043038744","110030313676","FARIA THOMAS G CORP","385 NORWICH NEW LONDON TPK","UNCASVILLE","CT",41.438835,-72.106155,21.684,"No","No Violation",0,"NA",0,0,06/23/2003,0,"Y"
"CTD046238630","110000315800","HUTCHINSON PRECISION SEALING SYSTEMS","39 WAUREGAN RD","DANIELSON","CT",41.79278,-71.88633,9.119,"No","No Violation",0,"NA",1,0,12/17/1993,0,"Y"
"CTD047713136","110000621658","MERIDEN BUSINESS PARK","500 S BROAD ST","MERIDEN","CT",41.50976,-72.81087,37.436,"No","Noncompliance",12,"264.G, 264.H, NA",0,0,,0,"Y"
"CTD051320372","110011371719","MILLENNIUM BUSINESS PARK","699 MIDDLE ST","MIDDLETOWN","CT",41.587394,-72.720382,20.907,"No","Noncompliance",12,"264.G, 264.H, NA",0,0,01/23/1985,0,"Y"
"CTD052541695","110016683551","CORBIN RUSSWIN INC","225 EPISCOPAL RD","BERLIN","CT",41.64752,-72.73615,37.373,"No","Noncompliance",2,"262.C, 264.H, 279.C, NA",1,1,07/13/2016,0,"Y"
"CTD052544376","110000611071","OLIN CORP","475 SMITH ST","MIDDLETOWN","CT",41.584166,-72.719847,21.695,"No","Noncompliance",12,"264.H, 265.H, NA",0,0,04/27/1987,0,"Y"
"CTD052704335","110000316337","SCHICK MANUFACTURING INC","10 LEIGHTON RD","MILFORD","CT",41.231882,-73.041754,13.617,"No","No Violation",0,"NA",0,0,01/23/1986,0,"Y"
"CTD053707741","110011369688","TEKNICIRCUITS INC","84 SHELTER ROCK RD","DANBURY","CT",41.391,-73.42571,43.454,"No","No Violation",0,"NA",0,0,11/07/2000,0,"Y"
"CTD058508722","110011370257","COLONIAL BRONZE CO THE","511 WINSTED RD","TORRINGTON","CT",41.826709,-73.111858,15.345,"No","No Violation",0,"NA",0,0,07/24/2007,0,"Y"
"CTD058509712","110000315409","DYNO NOBEL INC","660 HOPMEADOW ST","SIMSBURY","CT",41.869055,-72.805771,12.669,"No","No Violation",6,"262.A, 262.C, 264.B, 264.D, NA, PCR",3,2,08/27/2014,0,"Y"
"CTD058865072","110000611106","WARD LEONARD ELECTRIC CO INC","401 WATERTOWN RD","THOMASTON","CT",41.655147,-73.092543,5.171,"No","No Violation",0,"NA",0,0,09/18/2008,0,"Y"
"CTD062202791","110000611115","SOMERS INDUSTRIAL FINISHING CORP","19 FIELD RD","SOMERS","CT",41.980375,-72.448891,5.065,"No","Noncompliance",12,"262.A, 264.G, 264.H, 265.B, 265.E, 265.F, NA",0,0,,0,"Y"
"CTD064832611","110000611124","AUTOSWAGE PRODUCTS INC","726 RIVER RD","SHELTON","CT",41.26924,-73.09091,14.672,"No","Noncompliance",12,"262.C, 262.D, 265.D, 265.H, 268.A, NA, XXS",3,2,09/25/2014,0,"Y"
"CTD064834914","110000611133","ELECTROFORMERS INC GAR ELECTROFORMING DIV","11 AUGUSTA DR","DANBURY","CT",41.40755,-73.4236,41.889,"No","No Violation",0,"NA",1,0,04/16/2008,0,"Y"
"CTD065529158","110000315935","TD DEVELOPMENT LLC","100 SOUTH MAIN ST","MOOSUP","CT",41.710192,-71.881724,9.081,"No","No Violation",0,"NA",0,0,12/16/2008,0,"Y"
"CTD065537391","110000315819","ROGERS CORP HPFD","245 WOODSTOCK RD","WOODSTOCK","CT",41.98372,-71.97631,2.914,"No","No Violation",0,"NA",0,0,03/15/2007,0,"Y"
"CTD069249472","110000865207","UNIVERSITY OF CT HEALTH CTR","263 FARMINGTON AVE","FARMINGTON","CT",41.735863,-72.795148,22.563,"No","Noncompliance",7,"262.A, 264.G, 265.B, 265.D, NA",1,1,07/24/2015,0,"Y"
"CTD072134927","110000611151","BRIDGEPORT MACHINES INC","500 LINDLEY ST","BRIDGEPORT","CT",41.198453,-73.196342,67.237,"No","No Violation",0,"NA",0,0,05/13/1997,0,"Y"
"CTD072138969","110067536722","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","CT",41.55654,-73.05005,53.111,"No","Noncompliance",12,"264.G, 264.H, 265.F, NA",0,0,11/18/1997,0,"Y"
"CTD072142052","110000749076","GENERAL DATA CO","400 CAPTAIN NEVILLE DR","WATERBURY","CT",41.53898,-72.97605,40.656,"No","No Violation",0,"NA",0,0,,0,"Y"
"CTD075397943","110000611160","ROBERT SHAW CONTROLS CO","155 HILL ST","MILFORD","CT",41.21792,-73.07136,14.889,"No","No Violation",0,"NA",1,0,03/11/2002,0,"Y"
"CTD075397992","110000611179","ELECTRONICS METAL FINISHING CORP","88 TAYLOR ST","DANBURY","CT",41.39589,-73.439342,43.604,"No","No Violation",0,"NA",0,0,08/01/1991,0,"Y"
"CTD081296758","110008308964","PLAINVILLE LANDFILL","GRANGER LN","PLAINVILLE","CT",41.682181,-72.872211,15.397,"No","No Violation",0,"NA",0,0,07/17/1995,0,"Y"
"CTD083343269","110000611188","ISELI CO","651 GREYSTONE ROAD","TERRYVILLE","CT",41.61919,-73.04138,34.456,"No","No Violation",0,"NA",0,0,09/13/1990,0,"Y"
"CTD089631956","110000611197","CROSBY REALTY INC","454 QUINNIPIAC AVE","NEW HAVEN","CT",41.302904,-72.889089,59.955,"No","Noncompliance",12,"264.G, 264.H, 264.J, 265.A, 270.A, 270.B, NA, XXS",0,0,07/21/2008,0,"Y"
"CTD093616613","110000880235","ENVIRITE CORP","OLD WATERBURY RD","THOMASTON","CT",41.646979,-73.078665,5.517,"No","No Violation",0,"NA",0,0,08/23/2001,0,"Y"
"CTD095532131","110017380289","UNITED TECHNOLOGIES RESEARCH CTR","411 SILVER LA","EAST HARTFORD","CT",41.76279,-72.62643,65.785,"No","No Violation",0,"NA",0,0,05/28/1992,0,"Y"
"CTD980510291","110038251673","AMBION CORP","37 NAUGATUCK DR","NAUGATUCK","CT",41.506176,-73.035195,30.762,"No","No Violation",1,"265.H, NA",1,0,03/04/1991,0,"Y"
"CTD980524326","110000611222","1558 BARNUM AVE LLC","1558 BARNUM AVE","BRIDGEPORT","CT",41.188085,-73.160542,70.559,"No","No Violation",0,"NA",0,1,12/12/2012,0,"Y"
"CTD980667927","110000621694","SAFETY KLEEN SYSTEMS INC","11 TIPPING DR LOT 4","BRANFORD","CT",41.303115,-72.769811,8.69,"No","No Violation",0,"NA",0,0,11/12/1987,0,"Y"
"CTD990672081","110017435701","PRATT & WHITNEY","400 MAIN ST","EAST HARTFORD","CT",41.748056,-72.633056,64.54,"No","No Violation",0,"NA",3,0,05/08/1995,0,"Y"
"CTD991288622","110001136217","PUTNAM TOWN OF MUNICIPAL LANDFILL","344 RIVER RD","PUTNAM","CT",41.882033,-71.914628,8.754,"No","No Violation",0,"NA",0,0,12/20/1985,0,"Y"
"CTD991288960","110030386428","CT RESOURCE  RECOVERY AUTHORITY WALLINGFORD","25 PENT RD","WALLINGFORD","CT",41.438085,-72.840479,14.608,"No","No Violation",0,"NA",0,0,,0,"Y"
"CTD991289133","110001136226","WINDSOR BLOOMFIELD LANDFILL","500 HUCKLEBERRY RD","WINDSOR","CT",41.89323,-72.708993,33.231,"No","No Violation",0,"NA",0,0,08/01/2007,0,"Y"
"CTD991289398","110002041193","WATERTOWN TOWN OF SANITARY LANDFILL","OLD BAIRD RD","WATERTOWN","CT",41.591512,-73.138718,8.489,"No","No Violation",0,"NA",0,0,02/06/1995,0,"Y"
"CTD991289513","110001172169","TORRINGTON LANDFILL","VISTA DR","TORRINGTON","CT",41.782,-73.124,15.74,"No","No Violation",0,"NA",0,0,09/05/1989,0,"Y"
"DC8170024311","110028896167","NAVAL RESEARCH LABORATORY","4555 OVERLOOK AVENUE SW","WASHINGTON","DC",38.824587,-77.017398,71.747,"No","No Violation",0,"NA",4,2,05/29/2014,0,"Y"
"DE8570024010","110002096703","DOVER AIR FORCE BASE","600 CHEVRON AVENUE","DOVER","DE",39.12778,-75.46666,42.267,"No","No Violation",7,"262.A, 262.B, 264.L, 270.A, NA",11,3,07/11/2014,1,"Y"
"DED000796300","110000611286","ATLANTIC COAST ENVIRONMENTAL INC","225 STATE COLLEGE RD","DOVER","DE",39.182649,-75.55239,51.553,"No","No Violation",0,"NA",2,0,06/14/1996,0,"Y"
"DED000800284","110000338830","CHEMOURS EDGE MOOR PLANT","104 HAY RD.","WILMINGTON","DE",39.754364,-75.492304,63.698,"No","No Violation",0,"NA",1,1,12/23/2011,0,"Y"
"DED001315647","110000338858","HERCULES INCORPORATED RESEARCH CENTER","500 HERCULES ROAD","WILMINGTON","DE",39.75625,-75.638529,25.581,"No","No Violation",4,"262.C, 273.B, NA",6,1,12/08/2015,0,"Y"
"DED002329738","110001148598","DELAWARE CITY REFINERY","4550 WRANGLE HILL ROAD","DELAWARE CITY","DE",39.588611,-75.635555,35.729,"No","No Violation",0,"NA",6,0,09/29/2006,0,"Y"
"DED003913266","110000338527","OCCIDENTAL CHEMICAL CORPORATION","1657 RIVER ROAD","NEW CASTLE","DE",39.601247,-75.610147,55.108,"No","No Violation",0,"NA",16,0,08/15/2008,0,"Y"
"DED003930807","110000771807","E. I. DUPONT DENEMOURS EXPERIMENTAL STATION","200 POWDER MILL ROAD","WILMINGTON","DE",39.771222,-75.569825,56.49,"No","No Violation",2,"262.C, NA, PCR",10,3,09/23/2014,0,"Y"
"FL0000207449","110013763597","VEOLIA ES TECHNICAL SOLUTIONS LLC","342 MARPAN LN","TALLAHASSEE","FL",30.364632,-84.268905,75.28,"Yes","Significant Violation",4,"262.A, 262.B, 264.B, 264.C, 264.I, 265.B, 265.C, 265.E, 265.I, 273.C, NA",7,0,02/21/2011,0,"Y"
"FL2570024404","110041017841","PATRICK AFB","1224 JUPITER ST","PATRICK AFB","FL",28.4701,-80.5751,0,"Yes","Significant Violation",9,"262.A, 262.B, 262.C, 265.I, 268.A, 268.E, 270.A, 279.C, NA, PCR, XXS",6,1,01/16/2015,2,"Y"
"FL2800016121","110041017841","CAPE CANAVERAL AFS","1224 JUPITER ST MS 9125","PATRICK AFB","FL",28.4701,-80.5751,0,"No","No Violation",1,"NA, PCR",4,0,09/23/2010,0,"Y"
"FL6170022952","110043694124","NAS KEY WEST","MM8 US HIGHWAY 1 MILE MARKER 8","KEY WEST","FL",24.565233,-81.801287,34.224,"No","No Violation",4,"262.C, 264.I, NA, PCR, XXS",5,2,11/06/2014,1,"Y"
"FL6170024412","110000492967","JACKSONVILLE NAS","6500 ROOSEVELT BLVD","JACKSONVILLE","FL",30.22111,-81.68277,39.076,"No","No Violation",3,"262.A, 262.B, 262.C, 264.I, 265.C, 265.I, 279.C, NA",6,0,06/21/2010,0,"Y"
"FL6800014585","110027360255","JOHN F KENNEDY SPACE CENTER","FLA HWY 3","KENNEDY SPACE CENTER","FL",28.42514,-81.41967,63.455,"No","No Violation",2,"264.D, 279.C, NA, PCR",6,0,06/09/2010,0,"Y"
"FL8570024366","110021362023","EGLIN AIR FORCE BASE","501 DELEON ST SUITE 101","EGLIN AFB","FL",30.477402,-86.491214,17.984,"No","No Violation",0,"NA",5,0,08/23/1988,0,"Y"
"FL8572128587","110009693545","USDOD USAF OLA DET 1 23 WG","29 SOUTH BLVD","AVON PARK","FL",27.659512,-81.265329,38.288,"No","No Violation",0,"NA",4,0,08/28/2009,0,"Y"
"FL9170024260","110042011738","USN - MAYPORT","B 1986 BON HOMME RICHARD ST","MAYPORT","FL",30.391111,-81.401667,31.701,"No","No Violation",5,"262.A, 262.B, 262.C, 265.B, 265.I, 273.B, NA",5,1,12/31/2014,1,"Y"
"FL9170024567","110035564591","US NAVAL AIR STATION PENSACOLA","150 HASE RD","PENSACOLA","FL",30.35722,-87.28305,36.025,"No","No Violation",0,"NA",5,1,11/01/2011,0,"Y"
"FLD000608083","110027958208","EXIDE TECHNOLOGIES","3521 SOUTH YOKAM DIAMOND STREET","TAMPA","FL",27.916099,-82.402143,72.198,"No","No Violation",1,"264.S, NA, PCR",3,0,06/24/1994,0,"Y"
"FLD000735860","110045693692","JEA - NORTHSIDE POWER PLANT","4377 HECKSCHER DR","JACKSONVILLE","FL",30.417027,-81.55413,21.374,"No","No Violation",2,"262.A, 262.C, 265.D, 265.I, 273.B, 279.C, NA, XXS",5,1,04/25/2014,0,"Y"
"FLD000814392","110000361929","JEA KENNEDY GENERATING STATION","4215 TALLEYRAND AVE","JACKSONVILLE","FL",30.3649,-81.6253,65.312,"No","No Violation",1,"262.C, NA",4,1,09/17/2012,0,"Y"
"FLD000823393","110064132996","UNIVERSITY OF FLORIDA","3076 LONGLEAF ROAD","GAINESVILLE","FL",29.63171,-82.36812,39.775,"No","No Violation",7,"262.A, 262.C, 264.C, 265.C, 265.I, 268.A, 273.B, NA",9,2,12/29/2014,0,"Y"
"FLD001447952","110042018713","UNITED TECHNOLOGIES CORPORATION - PRATT & WHITNEY","17900 BEE LINE HWY","JUPITER","FL",26.904167,-80.304167,11,"No","No Violation",1,"262.B, 264.I, NA",7,0,04/17/1992,0,"Y"
"FLD001899848","110001737853","HONEYWELL INTERNATIONAL INC","3602A W WATERS AVE","TAMPA","FL",28.024745,-82.502172,61.273,"No","No Violation",0,"NA",4,0,04/03/1991,0,"Y"
"FLD004053450","110000761621","SOUTHERN WOOD PIEDMONT CO.","900 NORTH CENTER STREET","BALDWIN","FL",30.31634,-81.971767,19.832,"No","No Violation",1,"265.I, NA",6,0,09/29/1992,0,"Y"
"FLD004092839","110000364472","ENVIROFOCUS TECHNOLOGIES LLC","1901 N 66TH ST","TAMPA","FL",27.96286,-82.38166,75.114,"Yes","Significant Violation",10,"262.A, 262.C, 264.C, 264.DD, 265.DD, 265.I, 268.A, 273.B, NA, PCR, XXS",7,3,07/07/2015,0,"Y"
"FLD004106811","110027950563","K C INDUSTRIES PROPERTIES LLC","2420 STATE ROAD 60 E","MULBERRY","FL",27.904801,-82.002548,26.427,"No","No Violation",0,"NA",5,0,06/07/2004,0,"Y"
"FLD004107017","110000588935","FLORIDA FENCE POST CO","5251 SR 64 W","ONA","FL",27.48174,-81.920934,54.762,"Yes","Significant Violation",12,"NA, PCR",5,0,10/16/2009,1,"Y"
"FLD007515133","110002102741","TRINITY INDUSTRIES INC","11934 W BEAVER ST","JACKSONVILLE","FL",30.311143,-81.863898,32.466,"No","No Violation",0,"NA",3,0,05/20/2010,0,"Y"
"FLD020982716","110000361867","2910 W. BEAVER ST. LLC","2910 W BEAVER ST","JACKSONVILLE","FL",30.329722,-81.717778,59.92,"No","No Violation",0,"NA",3,0,06/29/1999,0,"Y"
"FLD032444093","110002528863","COOK LUMBER & TREATING INC","4965 LANTANA RD","LAKE WORTH","FL",26.590684,-80.122059,52.828,"No","No Violation",0,"NA",3,0,06/21/2000,0,"Y"
"FLD043117522","110007031005","TRIUMPH AEROSTRUCTURES LLC - VOUGHT AIRCRAFT DIVISION","1801 SE AIRPORT RD","STUART","FL",27.178889,-80.231667,24.661,"No","No Violation",0,"NA",2,0,,0,"Y"
"FLD043860451","110042034982","LITHIUM NICKEL ASSET HOLDING COMPANY I INC","12705 NW US HIGHWAY 441","ALACHUA","FL",29.771196,-82.431024,17.933,"No","No Violation",2,"264.B, NA, PCR",3,0,03/05/2010,0,"Y"
"FLD047090725","110002531369","SINGLETON BATTERY COMPANY INC","2120 N 71ST ST","TAMPA","FL",27.96456,-82.37539,70.627,"No","No Violation",0,"NA",0,0,12/07/1999,0,"Y"
"FLD047096524","110000523817","ST MARKS POWDER INC","US HWY 98 & SR 363","SAINT MARKS","FL",30.186421,-84.220069,11.571,"No","No Violation",1,"262.C, NA",4,0,08/13/2007,0,"Y"
"FLD047966593","110000362232","CHEMRING ORDNANCE INC","10625 PUCKETT RD","PERRY","FL",29.971165,-83.655854,12.795,"No","Noncompliance",4,"262.A, 262.B, 262.C, 265.C, 273.B, 279.C, NA",5,0,10/18/1999,0,"Y"
"FLD049551500","110002104222","FLORIDA PLATING INC","2885 46TH AVE N","ST PETERSBURG","FL",27.814739,-82.672025,24.435,"No","No Violation",0,"NA",2,0,10/05/1999,0,"Y"
"FLD049557408","110001167816","SAFETY KLEEN CORP 3-163-01","4701 N MANHATTAN AVE","TAMPA","FL",27.987124,-82.517166,73.215,"No","No Violation",0,"NA",0,0,11/07/1996,0,"Y"
"FLD057231821","110061033279","STERLING FIBERS INC","1801 CYANAMID RD","MILTON","FL",30.573935,-87.097126,12.694,"No","No Violation",0,"NA",5,1,11/17/2011,0,"Y"
"FLD064675978","110000362955","OUTOKUMPU STAINLESS PIPE INC","241 W CLARKE ST","WILDWOOD","FL",28.875546,-82.038824,21.322,"No","No Violation",0,"NA",3,0,06/20/2006,1,"Y"
"FLD080677347","110000787827","EXIDE GROUP INC","2640 CAPITOLA ST","JACKSONVILLE","FL",30.35452,-81.71024,88.051,"No","No Violation",0,"NA",1,0,06/30/2009,0,"Y"
"FLD099703613","110008330298","ARMSTRONG WOOD PRODUCTS INC","3820 MAINE AVE","LAKELAND","FL",28.013411,-81.881095,33.12,"No","No Violation",0,"NA",0,0,03/04/1999,0,"Y"
"FLD980559728","110000748344","TRIUMVIRATE ENVIRONMENTAL INC","10100 ROCKET BLVD","ORLANDO","FL",28.41774,-81.38637,71.068,"Yes","Significant Violation",9,"262.A, 264.C, 264.D, 264.I, 265.I, NA, PCR, XXS",5,1,04/17/2012,0,"Y"
"FLD980711071","110012525570","PERMA-FIX OF FLORIDA, INC.","1940 N.W. 67TH PLACE","GAINESVILLE","FL",29.7173,-82.349584,34.037,"No","No Violation",1,"262.C, NA",6,0,12/13/2002,0,"Y"
"FLD980729610","110000365033","CLEAN HARBORS FLORIDA LLC","7001 KILO AVE","BARTOW","FL",27.955577,-81.779153,41.598,"Yes","Significant Violation",6,"264.C, 264.E, 264.I, FSS, NA, XXS",8,0,05/10/2007,0,"Y"
"FLD980799050","110000907671","FAIRBANKS DISPOSAL PIT","8000 NE 51ST ST","GAINESVILLE","FL",29.72742,-82.26502,31.07,"No","No Violation",0,"NA",5,0,10/02/2009,0,"Y"
"FLD980847214","110000611473","SAFETY-KLEEN SYSTEMS INC","161 INDUSTRIAL LOOP S","ORANGE PARK","FL",30.18036,-81.717798,38.425,"No","No Violation",4,"262.B, 264.C, 279.C, NA",5,0,05/10/1996,0,"Y"
"FLD980847271","110000787925","SAFETY-KLEEN SYSTEMS INC","5309 24TH AVE S","TAMPA","FL",27.92655,-82.39439,70.484,"No","No Violation",2,"264.C, 279.E, NA",4,1,09/14/2011,1,"Y"
"FLD981859820","110002008452","TISCH COIN LAUNDRY","10450 W TERRY ST","BONITA SPRINGS","FL",26.345405,-81.779589,30.313,"No","No Violation",0,"NA",1,0,08/23/2007,0,"Y"
"FLD981932494","110000611491","EQ FLORIDA INC","2002 N ORIENT RD","TAMPA","FL",27.96247,-82.37372,68.348,"Yes","Significant Violation",8,"262.A, 262.C, 264.B, 264.E, 264.I, 268.A, 268.D, NA, PCR",3,0,10/13/2010,3,"Y"
"FLD982091506","110005992337","CHEMKO TECHNICAL SERVICES INC","5325 US HIGHWAY 1","MIMS","FL",28.751984,-80.872314,6.191,"No","No Violation",0,"NA",3,0,01/07/2011,0,"Y"
"FLD982102295","110002378631","SONIC AVIATION INC","5400 NW 36TH ST","MIAMI","FL",25.805556,-80.2854,93.41,"No","No Violation",0,"NA",2,0,05/20/1997,0,"Y"
"FLD982133159","110000498621","SAFETY - KLEEN SYSTEMS INC","4426 ENTREPOT BLVD","TALLAHASSEE","FL",30.401768,-84.32529,72.156,"No","No Violation",3,"265.I, NA",3,0,05/14/2008,1,"Y"
