county,fips,cand,st,pct_report,votes,total_votes,pct,lead
Knox County,31107,Donald Trump,NE,1,3181,4061,0.783304605,Donald Trump
Twiggs County,13289,Donald Trump,GA,1,2034,4053,0.501850481,Donald Trump
Latimer County,40077,Donald Trump,OK,1,3094,4050,0.763950617,Donald Trump
Franklin city,51620,Donald Trump,VA,1,1421,4040,0.351732673,Hillary Clinton
Ritchie County,54085,Donald Trump,WV,1,3376,4040,0.835643564,Donald Trump
Crittenden County,21055,Donald Trump,KY,1,3290,4037,0.814961605,Donald Trump
Choctaw County,28019,Donald Trump,MS,1,2763,4020,0.687313433,Donald Trump
Bacon County,13005,Donald Trump,GA,1,3356,4010,0.836907731,Donald Trump
Newton County,48351,Donald Trump,TX,1,2961,4010,0.73840399,Donald Trump
Mountrail County,38061,Donald Trump,ND,1,2551,4009,0.636318284,Donald Trump
Charlton County,13049,Donald Trump,GA,1,2950,4008,0.736027944,Donald Trump
Johnston County,40069,Donald Trump,OK,1,3081,4001,0.770057486,Donald Trump
Benton County,28009,Donald Trump,MS,1,2240,3996,0.560560561,Donald Trump
Morrow County,41049,Donald Trump,OR,1,2698,3989,0.67635999,Donald Trump
Cuming County,31039,Donald Trump,NE,1,3095,3988,0.776078235,Donald Trump
Pike County,5109,Donald Trump,AR,1,3150,3980,0.791457286,Donald Trump
Surry County,51181,Donald Trump,VA,1,1785,3976,0.448943662,Hillary Clinton
Conejos County,8021,Donald Trump,CO,1,1885,3970,0.474811083,Donald Trump
Coffey County,20031,Donald Trump,KS,1,2990,3962,0.754669359,Donald Trump
Chariton County,29041,Donald Trump,MO,1,2948,3962,0.744068652,Donald Trump
Lyon County,21143,Donald Trump,KY,1,2789,3961,0.704115122,Donald Trump
Brown County,20013,Donald Trump,KS,1,2861,3960,0.722474747,Donald Trump
Martin County,21159,Donald Trump,KY,1,3503,3953,0.886162408,Donald Trump
Dade County,29057,Donald Trump,MO,1,3184,3951,0.805871931,Donald Trump
Keith County,31101,Donald Trump,NE,1,3203,3945,0.811913815,Donald Trump
Okfuskee County,40107,Donald Trump,OK,1,2791,3933,0.70963641,Donald Trump
Owyhee County,16073,Donald Trump,ID,1,3052,3920,0.778571429,Donald Trump
Warren County,18171,Donald Trump,IN,1,2896,3919,0.738964021,Donald Trump
Butler County,31023,Donald Trump,NE,1,3068,3914,0.783852836,Donald Trump
Lamb County,48279,Donald Trump,TX,1,3040,3905,0.778489117,Donald Trump
Shannon County,29203,Donald Trump,MO,1,2966,3904,0.759733607,Donald Trump
Roberts County,46109,Donald Trump,SD,1,2142,3886,0.55120947,Donald Trump
Somervell County,48425,Donald Trump,TX,1,3206,3876,0.827141383,Donald Trump
Valley County,30105,Donald Trump,MT,1,2697,3874,0.696179659,Donald Trump
Traill County,38097,Donald Trump,ND,1,2263,3864,0.585662526,Donald Trump
Jefferson County,28063,Donald Trump,MS,1,489,3859,0.126716766,Hillary Clinton
Davis County,19051,Donald Trump,IA,1,2721,3858,0.705287714,Donald Trump
Carroll County,21041,Donald Trump,KY,1,2588,3855,0.671335927,Donald Trump
Harney County,41025,Donald Trump,OR,1,2904,3850,0.754285714,Donald Trump
Monroe County,19135,Donald Trump,IA,1,2635,3844,0.685483871,Donald Trump
Dooly County,13093,Donald Trump,GA,1,1941,3836,0.505995829,Donald Trump
Lac qui Parle County,27073,Donald Trump,MN,1,2294,3835,0.598174707,Donald Trump
Pocahontas County,19151,Donald Trump,IA,1,2692,3831,0.702688593,Donald Trump
Cloud County,20029,Donald Trump,KS,1,2856,3831,0.745497259,Donald Trump
Lincoln County,5079,Donald Trump,AR,1,2455,3826,0.641662311,Donald Trump
Lake County,41037,Donald Trump,OR,1,3001,3814,0.786837965,Donald Trump
Boise County,16015,Donald Trump,ID,1,2673,3812,0.701206716,Donald Trump
Pratt County,20151,Donald Trump,KS,1,2824,3806,0.741986337,Donald Trump
Clearwater County,16035,Donald Trump,ID,1,2852,3801,0.750328861,Donald Trump
Telfair County,13271,Donald Trump,GA,1,2449,3794,0.645492884,Donald Trump
Blaine County,40011,Donald Trump,OK,1,2884,3793,0.760348009,Donald Trump
Schuyler County,17169,Donald Trump,IL,1,2523,3792,0.665348101,Donald Trump
Trimble County,21223,Donald Trump,KY,1,2771,3788,0.731520591,Donald Trump
Love County,40085,Donald Trump,OK,1,2920,3787,0.771058886,Donald Trump
Grand Isle County,50013,Donald Trump,VT,1,1487,3778,0.393594494,Hillary Clinton
White Pine County,32033,Donald Trump,NV,1,2723,3773,0.721706865,Donald Trump
Huerfano County,8055,Donald Trump,CO,1,1875,3772,0.497083775,Donald Trump
Crook County,56011,Donald Trump,WY,1,3347,3771,0.887562981,Donald Trump
San Juan County,49037,Donald Trump,UT,0.65,2073,3770,0.549867374,Donald Trump
Runnels County,48399,Donald Trump,TX,1,3241,3765,0.860823373,Donald Trump
Adair County,19001,Donald Trump,IA,1,2456,3759,0.653365257,Donald Trump
Candler County,13043,Donald Trump,GA,1,2661,3757,0.708277881,Donald Trump
Newton County,5101,Donald Trump,AR,1,2875,3753,0.766053824,Donald Trump
Pepin County,55091,Donald Trump,WI,1,2228,3746,0.594767752,Donald Trump
Charles City County,51036,Donald Trump,VA,1,1381,3745,0.368758344,Hillary Clinton
Wayne County,31179,Donald Trump,NE,1,2675,3740,0.715240642,Donald Trump
Searcy County,5129,Donald Trump,AR,1,2955,3728,0.792650215,Donald Trump
Clay County,20027,Donald Trump,KS,1,2831,3727,0.759592165,Donald Trump
Washakie County,56043,Donald Trump,WY,1,2911,3715,0.783580081,Donald Trump
Goliad County,48175,Donald Trump,TX,1,2618,3713,0.705090224,Donald Trump
Merrick County,31121,Donald Trump,NE,1,2914,3707,0.786080388,Donald Trump
Decatur County,19053,Donald Trump,IA,1,2296,3703,0.620037807,Donald Trump
Cameron Parish,22023,Donald Trump,LA,1,3256,3692,0.881906826,Donald Trump
Daviess County,29061,Donald Trump,MO,1,2763,3689,0.748983464,Donald Trump
Johnson County,13167,Donald Trump,GA,1,2519,3682,0.684139055,Donald Trump
Harrison County,29081,Donald Trump,MO,1,2965,3682,0.805268876,Donald Trump
Richardson County,31147,Donald Trump,NE,1,2684,3666,0.732133115,Donald Trump
Woods County,40151,Donald Trump,OK,1,2945,3665,0.803547067,Donald Trump
Rolette County,38079,Donald Trump,ND,1,1210,3662,0.330420535,Hillary Clinton
Irwin County,13155,Donald Trump,GA,1,2711,3659,0.740912818,Donald Trump
Benton County,18007,Donald Trump,IN,1,2579,3654,0.705801861,Donald Trump
Bradley County,5011,Donald Trump,AR,1,2163,3652,0.592278204,Donald Trump
Richmond County,51159,Donald Trump,VA,1,2213,3651,0.606135305,Donald Trump
Switzerland County,18155,Donald Trump,IN,1,2558,3639,0.702940368,Donald Trump
Coleman County,48083,Donald Trump,TX,1,3177,3635,0.874002751,Donald Trump
Tyler County,54095,Donald Trump,WV,1,2967,3621,0.81938691,Donald Trump
Pocahontas County,54075,Donald Trump,WV,1,2474,3619,0.683614258,Donald Trump
King and Queen County,51097,Donald Trump,VA,1,2059,3615,0.569571231,Donald Trump
Kit Carson County,8063,Donald Trump,CO,1,2894,3613,0.800996402,Donald Trump
Hamilton County,48193,Donald Trump,TX,1,3056,3609,0.846771959,Donald Trump
Evans County,13109,Donald Trump,GA,1,2404,3602,0.667406996,Donald Trump
Humphreys County,28053,Donald Trump,MS,1,924,3599,0.256737983,Hillary Clinton
Pulaski County,13235,Donald Trump,GA,1,2436,3598,0.677042802,Donald Trump
Ida County,19093,Donald Trump,IA,1,2655,3590,0.739554318,Donald Trump
Pierce County,31139,Donald Trump,NE,1,3052,3580,0.852513966,Donald Trump
Dawes County,31045,Donald Trump,NE,1,2559,3578,0.715204025,Donald Trump
Allendale County,45005,Donald Trump,SC,1,788,3578,0.220234768,Hillary Clinton
Seminole County,13253,Donald Trump,GA,1,2343,3577,0.655018172,Donald Trump
Gilpin County,8047,Donald Trump,CO,1,1564,3574,0.437604924,Hillary Clinton
Hancock County,13141,Donald Trump,GA,1,841,3572,0.235442329,Hillary Clinton
Rice County,20159,Donald Trump,KS,1,2652,3567,0.743481918,Donald Trump
Quay County,35037,Donald Trump,NM,1,2208,3567,0.619007569,Donald Trump
Fall River County,46047,Donald Trump,SD,1,2511,3563,0.704743194,Donald Trump
San Augustine County,48405,Donald Trump,TX,1,2620,3563,0.735335392,Donald Trump
Grant County,46051,Donald Trump,SD,1,2381,3562,0.668444694,Donald Trump
Dawson County,48115,Donald Trump,TX,1,2636,3562,0.740033689,Donald Trump
Montgomery County,13209,Donald Trump,GA,1,2668,3560,0.749438202,Donald Trump
Fremont County,19071,Donald Trump,IA,1,2401,3554,0.675576815,Donald Trump
Bracken County,21023,Donald Trump,KY,1,2711,3527,0.768641905,Donald Trump
Van Buren County,19177,Donald Trump,IA,1,2524,3526,0.715825298,Donald Trump
Burt County,31021,Donald Trump,NE,1,2360,3523,0.669883622,Donald Trump
Roosevelt County,30085,Donald Trump,MT,1,1722,3502,0.491719018,Donald Trump
Kiowa County,40075,Donald Trump,OK,1,2593,3489,0.743192892,Donald Trump
Baraga County,26013,Donald Trump,MI,1,2158,3486,0.619047619,Donald Trump
Thomas County,20193,Donald Trump,KS,1,2832,3483,0.813092162,Donald Trump
Wilson County,20205,Donald Trump,KS,1,2747,3482,0.788914417,Donald Trump
Kane County,49025,Donald Trump,UT,1,2248,3482,0.645605974,Donald Trump
Henderson County,17071,Donald Trump,IL,1,2153,3480,0.618678161,Donald Trump
Iron County,55051,Donald Trump,WI,1,2090,3477,0.601092896,Donald Trump
Montgomery County,5097,Donald Trump,AR,1,2573,3471,0.741284932,Donald Trump
Tucker County,54093,Donald Trump,WV,1,2557,3464,0.738163972,Donald Trump
Tunica County,28143,Donald Trump,MS,1,840,3463,0.242564251,Hillary Clinton
Grant County,27051,Donald Trump,MN,1,2063,3453,0.597451491,Donald Trump
Stephens County,48429,Donald Trump,TX,1,3033,3453,0.878366638,Donald Trump
Prairie County,5117,Donald Trump,AR,1,2503,3440,0.727616279,Donald Trump
Bottineau County,38009,Donald Trump,ND,1,2482,3437,0.722141402,Donald Trump
Rio Blanco County,8103,Donald Trump,CO,1,2782,3436,0.809662398,Donald Trump
Charles Mix County,46023,Donald Trump,SD,1,2382,3433,0.693853772,Donald Trump
Jefferson County,31095,Donald Trump,NE,1,2387,3430,0.695918367,Donald Trump
Ontonagon County,26131,Donald Trump,MI,1,2069,3420,0.60497076,Donald Trump
Ward County,48475,Donald Trump,TX,1,2541,3413,0.744506299,Donald Trump
Taylor County,13269,Donald Trump,GA,1,2062,3402,0.606114051,Donald Trump
Major County,40093,Donald Trump,OK,1,2940,3399,0.864960282,Donald Trump
Turner County,13287,Donald Trump,GA,1,2094,3390,0.617699115,Donald Trump
Zavala County,48507,Donald Trump,TX,1,692,3390,0.204129794,Hillary Clinton
Audubon County,19009,Donald Trump,IA,1,2135,3379,0.631843741,Donald Trump
Lafayette County,12067,Donald Trump,FL,1,2795,3375,0.828148148,Donald Trump
Rosebud County,30087,Donald Trump,MT,1,2211,3372,0.65569395,Donald Trump
Doniphan County,20043,Donald Trump,KS,1,2601,3366,0.772727273,Donald Trump
Hutchinson County,46067,Donald Trump,SD,1,2517,3365,0.747994056,Donald Trump
Cook County,27031,Donald Trump,MN,1,1156,3360,0.344047619,Hillary Clinton
Modoc County,6049,Donald Trump,CA,1,2413,3359,0.718368562,Donald Trump
Quitman County,28119,Donald Trump,MS,1,998,3353,0.297643901,Hillary Clinton
Cleveland County,5025,Donald Trump,AR,1,2460,3352,0.733890215,Donald Trump
Wabaunsee County,20197,Donald Trump,KS,1,2358,3340,0.705988024,Donald Trump
Jack County,48237,Donald Trump,TX,1,2973,3339,0.890386343,Donald Trump
Gallatin County,21077,Donald Trump,KY,1,2443,3337,0.732094696,Donald Trump
Weston County,56045,Donald Trump,WY,1,2898,3334,0.869226155,Donald Trump
Clark County,29045,Donald Trump,MO,1,2458,3316,0.741254524,Donald Trump
Edwards County,17047,Donald Trump,IL,1,2777,3312,0.838466184,Donald Trump
Liberty County,12077,Donald Trump,FL,1,2542,3295,0.771471927,Donald Trump
Ouray County,8091,Donald Trump,CO,1,1337,3287,0.406753879,Hillary Clinton
Union County,18161,Donald Trump,IN,1,2445,3286,0.744065733,Donald Trump
Kingman County,20095,Donald Trump,KS,1,2507,3281,0.764096312,Donald Trump
Wilkin County,27167,Donald Trump,MN,1,2129,3279,0.649283318,Donald Trump
Anderson County,20003,Donald Trump,KS,1,2386,3277,0.728104974,Donald Trump
Shelby County,29205,Donald Trump,MO,1,2524,3252,0.776137761,Donald Trump
Greenlee County,4011,Donald Trump,AZ,1,1892,3243,0.583410422,Donald Trump
Nevada County,5099,Donald Trump,AR,1,2001,3243,0.617021277,Donald Trump
Talbot County,13263,Donald Trump,GA,1,1196,3243,0.368794326,Hillary Clinton
Kearney County,31099,Donald Trump,NE,1,2519,3242,0.776989513,Donald Trump
Norman County,27107,Donald Trump,MN,1,1699,3232,0.525680693,Donald Trump
Dimmit County,48127,Donald Trump,TX,1,974,3225,0.302015504,Hillary Clinton
Antelope County,31003,Donald Trump,NE,1,2717,3220,0.84378882,Donald Trump
Pendleton County,54071,Donald Trump,WV,1,2388,3212,0.743462017,Donald Trump
Osceola County,19143,Donald Trump,IA,1,2528,3197,0.79074132,Donald Trump
Reeves County,48389,Donald Trump,TX,1,1417,3184,0.445037688,Hillary Clinton
Marion County,13197,Donald Trump,GA,1,1921,3183,0.603518693,Donald Trump
Lake County,8065,Donald Trump,CO,1,1264,3175,0.398110236,Hillary Clinton
Colfax County,31037,Donald Trump,NE,1,2171,3172,0.68442623,Donald Trump
Sullivan County,42113,Donald Trump,PA,1,2318,3168,0.731691919,Donald Trump
Houston County,47083,Donald Trump,TN,1,2180,3165,0.68878357,Donald Trump
Teton County,30099,Donald Trump,MT,1,2152,3155,0.682091918,Donald Trump
Russell County,20167,Donald Trump,KS,1,2544,3148,0.808132147,Donald Trump
Trousdale County,47169,Donald Trump,TN,1,2099,3142,0.668045831,Donald Trump
Zapata County,48505,Donald Trump,TX,1,1028,3134,0.328015316,Hillary Clinton
Pleasants County,54073,Donald Trump,WV,1,2342,3130,0.748242812,Donald Trump
Bland County,51021,Donald Trump,VA,1,2572,3124,0.823303457,Donald Trump
Ferry County,53019,Donald Trump,WA,0.5,1927,3123,0.617034902,Donald Trump
Broadwater County,30007,Donald Trump,MT,1,2329,3102,0.750805932,Donald Trump
Pembina County,38067,Donald Trump,ND,1,2204,3093,0.712576786,Donald Trump
McCulloch County,48307,Donald Trump,TX,1,2546,3086,0.825016202,Donald Trump
Cherry County,31031,Donald Trump,NE,1,2623,3082,0.851070733,Donald Trump
Putnam County,17155,Donald Trump,IL,1,1762,3076,0.572821847,Donald Trump
Cumberland County,21057,Donald Trump,KY,1,2502,3066,0.816046967,Donald Trump
Custer County,8027,Donald Trump,CO,1,2059,3064,0.671997389,Donald Trump
Scott County,5127,Donald Trump,AR,1,2378,3038,0.78275181,Donald Trump
Caribou County,16029,Donald Trump,ID,1,2275,3035,0.749588138,Donald Trump
Nemaha County,31127,Donald Trump,NE,1,2068,3035,0.681383855,Donald Trump
Jenkins County,13165,Donald Trump,GA,1,1892,3034,0.623599209,Donald Trump
Gentry County,29075,Donald Trump,MO,1,2304,3033,0.759643917,Donald Trump
Reynolds County,29179,Donald Trump,MO,1,2402,3032,0.792216359,Donald Trump
Lee County,5077,Donald Trump,AR,1,1229,3020,0.406953642,Hillary Clinton
Taylor County,19173,Donald Trump,IA,1,2108,3003,0.701964702,Donald Trump
Lincoln County,27081,Donald Trump,MN,1,1930,3002,0.64290473,Donald Trump
Ochiltree County,48357,Donald Trump,TX,1,2628,2981,0.881583361,Donald Trump
Bon Homme County,46009,Donald Trump,SD,1,2105,2974,0.707800941,Donald Trump
Wilcox County,13315,Donald Trump,GA,1,2096,2973,0.705011773,Donald Trump
Clay County,31035,Donald Trump,NE,1,2373,2973,0.798183653,Donald Trump
Howard County,31093,Donald Trump,NE,1,2284,2958,0.77214334,Donald Trump
Clay County,54015,Donald Trump,WV,1,2289,2958,0.773833671,Donald Trump
Webster County,54101,Donald Trump,WV,1,2284,2955,0.772927242,Donald Trump
Claiborne County,28021,Donald Trump,MS,1,414,2954,0.140148951,Hillary Clinton
Spink County,46115,Donald Trump,SD,1,1854,2951,0.628261606,Donald Trump
Carson County,48065,Donald Trump,TX,1,2617,2945,0.888624788,Donald Trump
Refugio County,48391,Donald Trump,TX,1,1830,2945,0.62139219,Donald Trump
East Carroll Parish,22035,Donald Trump,LA,1,1059,2939,0.360326642,Hillary Clinton
Moody County,46101,Donald Trump,SD,1,1729,2930,0.590102389,Donald Trump
Bear Lake County,16007,Donald Trump,ID,1,2203,2928,0.75239071,Donald Trump
Moore County,47127,Donald Trump,TN,1,2325,2926,0.794600137,Donald Trump
Wayne County,19185,Donald Trump,IA,1,2069,2921,0.708319069,Donald Trump
Clay County,47027,Donald Trump,TN,1,2140,2919,0.733127783,Donald Trump
Ohio County,18115,Donald Trump,IN,1,2118,2917,0.726088447,Donald Trump
Randolph County,13243,Donald Trump,GA,1,1270,2895,0.438687392,Hillary Clinton
Fillmore County,31059,Donald Trump,NE,1,2100,2879,0.729419937,Donald Trump
Boone County,31011,Donald Trump,NE,1,2299,2867,0.801883502,Donald Trump
Ottawa County,20143,Donald Trump,KS,1,2261,2866,0.788904396,Donald Trump
Lanier County,13173,Donald Trump,GA,1,1984,2861,0.693463824,Donald Trump
Elliott County,21063,Donald Trump,KY,1,2000,2855,0.700525394,Donald Trump
Perry County,47135,Donald Trump,TN,1,2167,2855,0.759019264,Donald Trump
Lafayette County,5073,Donald Trump,AR,1,1750,2846,0.614898103,Donald Trump
Carter County,29035,Donald Trump,MO,1,2323,2842,0.817382125,Donald Trump
Nicholas County,21181,Donald Trump,KY,1,1957,2840,0.689084507,Donald Trump
Doddridge County,54017,Donald Trump,WV,1,2347,2826,0.830502477,Donald Trump
Mitchell County,20123,Donald Trump,KS,1,2216,2824,0.78470255,Donald Trump
Alexander County,17003,Donald Trump,IL,1,1496,2820,0.530496454,Donald Trump
Parmer County,48369,Donald Trump,TX,1,1911,2818,0.678140525,Donald Trump
Greenwood County,20073,Donald Trump,KS,1,2146,2811,0.763429385,Donald Trump
Craig County,51045,Donald Trump,VA,1,2139,2784,0.768318966,Donald Trump
Menifee County,21165,Donald Trump,KY,1,2010,2780,0.723021583,Donald Trump
Monroe County,5095,Donald Trump,AR,1,1400,2778,0.503959683,Donald Trump
Powell County,30077,Donald Trump,MT,1,2017,2778,0.726061915,Donald Trump
Dallas County,5039,Donald Trump,AR,1,1507,2769,0.544239798,Donald Trump
Hamlin County,46057,Donald Trump,SD,1,2051,2762,0.742577842,Donald Trump
Power County,16077,Donald Trump,ID,1,1666,2758,0.604060914,Donald Trump
Stanton County,31167,Donald Trump,NE,1,2173,2748,0.790756914,Donald Trump
Day County,46037,Donald Trump,SD,1,1627,2747,0.59228249,Donald Trump
Dixon County,31051,Donald Trump,NE,1,2041,2744,0.743804665,Donald Trump
Big Stone County,27011,Donald Trump,MN,1,1607,2729,0.588860388,Donald Trump
Atchison County,29005,Donald Trump,MO,1,2059,2723,0.756151304,Donald Trump
Washington County,8121,Donald Trump,CO,1,2284,2708,0.843426883,Donald Trump
Saguache County,8109,Donald Trump,CO,1,1109,2707,0.409678611,Hillary Clinton
Stark County,17175,Donald Trump,IL,1,1777,2707,0.65644625,Donald Trump
Tillman County,40141,Donald Trump,OK,1,1944,2706,0.718403548,Donald Trump
Essex County,50009,Donald Trump,VT,1,1506,2706,0.55654102,Donald Trump
Pondera County,30073,Donald Trump,MT,1,1786,2702,0.660991858,Donald Trump
Treutlen County,13283,Donald Trump,GA,1,1808,2700,0.66962963,Donald Trump
Gallatin County,17059,Donald Trump,IL,1,1942,2691,0.721664809,Donald Trump
Hamilton County,36041,Donald Trump,NY,1,1795,2688,0.667782738,Donald Trump
McHenry County,38049,Donald Trump,ND,1,1991,2687,0.740975065,Donald Trump
Ringgold County,19159,Donald Trump,IA,1,1820,2684,0.678092399,Donald Trump
Frio County,48163,Donald Trump,TX,1,1232,2683,0.459187477,Hillary Clinton
Washington County,20201,Donald Trump,KS,1,2136,2677,0.797908106,Donald Trump
Lee County,21129,Donald Trump,KY,1,2151,2667,0.806524184,Donald Trump
Florence County,55037,Donald Trump,WI,1,1897,2651,0.715579027,Donald Trump
Blaine County,30005,Donald Trump,MT,1,1259,2645,0.475992439,Donald Trump
Wolfe County,21237,Donald Trump,KY,1,1804,2635,0.684629981,Donald Trump
Tripp County,46123,Donald Trump,SD,1,2069,2630,0.786692015,Donald Trump
Ellsworth County,20053,Donald Trump,KS,1,1933,2626,0.736100533,Donald Trump
Thayer County,31169,Donald Trump,NE,1,1993,2613,0.762724837,Donald Trump
Phillips County,20147,Donald Trump,KS,1,2200,2611,0.842589046,Donald Trump
Pickett County,47137,Donald Trump,TN,1,2019,2609,0.773859716,Donald Trump
Atkinson County,13003,Donald Trump,GA,1,1873,2604,0.719278034,Donald Trump
Calhoun County,54013,Donald Trump,WV,1,2023,2604,0.77688172,Donald Trump
Pawnee County,20145,Donald Trump,KS,1,1872,2602,0.71944658,Donald Trump
Cotton County,40033,Donald Trump,OK,1,2054,2602,0.789392775,Donald Trump
Carlisle County,21039,Donald Trump,KY,1,2094,2601,0.805074971,Donald Trump
Brooks County,48047,Donald Trump,TX,1,613,2596,0.236132512,Hillary Clinton
McCook County,46087,Donald Trump,SD,1,1794,2587,0.693467337,Donald Trump
Scott County,17171,Donald Trump,IL,1,1965,2583,0.760743322,Donald Trump
Chouteau County,30015,Donald Trump,MT,1,1676,2581,0.649360713,Donald Trump
Luce County,26095,Donald Trump,MI,1,1756,2576,0.681677019,Donald Trump
Morris County,20127,Donald Trump,KS,1,1790,2568,0.697040498,Donald Trump
Woodruff County,5147,Donald Trump,AR,1,1344,2566,0.523772408,Donald Trump
Sheridan County,31161,Donald Trump,NE,1,2192,2565,0.854580897,Donald Trump
Storey County,32029,Donald Trump,NV,1,1616,2558,0.63174355,Donald Trump
Calhoun County,17013,Donald Trump,IL,1,1719,2556,0.672535211,Donald Trump
Kingsbury County,46077,Donald Trump,SD,1,1680,2551,0.658565269,Donald Trump
Tensas Parish,22107,Donald Trump,LA,1,1180,2543,0.464018875,Hillary Clinton
Miller County,13201,Donald Trump,GA,1,1888,2540,0.743307087,Donald Trump
Polk County,31143,Donald Trump,NE,1,2019,2538,0.795508274,Donald Trump
Sherman County,20181,Donald Trump,KS,1,2043,2537,0.805281829,Donald Trump
Hot Springs County,56017,Donald Trump,WY,1,1939,2535,0.764891519,Donald Trump
Gilmer County,54021,Donald Trump,WV,1,1889,2528,0.747231013,Donald Trump
Harper County,20077,Donald Trump,KS,1,1950,2513,0.775964982,Donald Trump
Republic County,20157,Donald Trump,KS,1,1993,2484,0.802334944,Donald Trump
Sullivan County,29211,Donald Trump,MO,1,1884,2484,0.758454106,Donald Trump
Beaver County,49001,Donald Trump,UT,1,1838,2484,0.739935588,Donald Trump
Walworth County,46129,Donald Trump,SD,1,1896,2477,0.765442067,Donald Trump
Pulaski County,17153,Donald Trump,IL,1,1583,2473,0.640113223,Donald Trump
Lexington city,51678,Donald Trump,VA,1,766,2448,0.312908497,Hillary Clinton
Clinch County,13065,Donald Trump,GA,1,1724,2443,0.705689726,Donald Trump
Mora County,35033,Donald Trump,NM,1,662,2434,0.271980279,Hillary Clinton
Van Buren County,47175,Donald Trump,TN,1,1820,2417,0.752999586,Donald Trump
Custer County,16037,Donald Trump,ID,1,1777,2413,0.736427683,Donald Trump
Lander County,32015,Donald Trump,NV,1,1828,2413,0.757563199,Donald Trump
Wirt County,54105,Donald Trump,WV,1,1903,2410,0.789626556,Donald Trump
Musselshell County,30065,Donald Trump,MT,1,1961,2409,0.814030718,Donald Trump
Lincoln County,8073,Donald Trump,CO,1,1873,2402,0.779766861,Donald Trump
Forest County,42053,Donald Trump,PA,1,1680,2398,0.70058382,Donald Trump
Buena Vista city,51530,Donald Trump,VA,1,1432,2395,0.597912317,Donald Trump
Coal County,40029,Donald Trump,OK,1,1892,2393,0.790639365,Donald Trump
Fulton County,21075,Donald Trump,KY,1,1549,2382,0.650293871,Donald Trump
Rooks County,20163,Donald Trump,KS,1,1999,2378,0.840622372,Donald Trump
Dickey County,38021,Donald Trump,ND,1,1656,2372,0.698145025,Donald Trump
Covington city,51580,Donald Trump,VA,1,1349,2369,0.569438582,Donald Trump
Emporia city,51595,Donald Trump,VA,1,792,2367,0.33460076,Hillary Clinton
Kittson County,27069,Donald Trump,MN,1,1349,2363,0.570884469,Donald Trump
Galax city,51640,Donald Trump,VA,1,1603,2363,0.678374947,Donald Trump
San Saba County,48411,Donald Trump,TX,1,2025,2354,0.860237893,Donald Trump
Wells County,38103,Donald Trump,ND,1,1793,2352,0.762329932,Donald Trump
Holt County,29087,Donald Trump,MO,1,1926,2348,0.820272572,Donald Trump
Jefferson County,40067,Donald Trump,OK,1,1905,2345,0.812366738,Donald Trump
Putnam County,29171,Donald Trump,MO,1,1936,2342,0.826643894,Donald Trump
Brown County,17009,Donald Trump,IL,1,1776,2336,0.760273973,Donald Trump
Wahkiakum County,53069,Donald Trump,WA,0.5,1328,2333,0.569224175,Donald Trump
Phillips County,8095,Donald Trump,CO,1,1791,2332,0.768010292,Donald Trump
Warren County,13301,Donald Trump,GA,1,991,2332,0.424957118,Hillary Clinton
Ransom County,38073,Donald Trump,ND,1,1209,2317,0.521795425,Donald Trump
Furnas County,31065,Donald Trump,NE,1,1915,2315,0.827213823,Donald Trump
Grant County,20067,Donald Trump,KS,1,1755,2311,0.75941151,Donald Trump
Wheeler County,48483,Donald Trump,TX,1,2087,2306,0.905030356,Donald Trump
Yoakum County,48501,Donald Trump,TX,1,1797,2299,0.781644193,Donald Trump
Garfield County,49017,Donald Trump,UT,1,1577,2294,0.68744551,Donald Trump
Brule County,46015,Donald Trump,SD,1,1565,2288,0.684003497,Donald Trump
Delta County,48119,Donald Trump,TX,1,1836,2279,0.805616498,Donald Trump
Hyde County,37095,Donald Trump,NC,1,1275,2273,0.560932688,Donald Trump
Calhoun County,5013,Donald Trump,AR,1,1554,2264,0.68639576,Donald Trump
Alfalfa County,40003,Donald Trump,OK,1,1931,2256,0.855939716,Donald Trump
Dewey County,40043,Donald Trump,OK,1,1964,2246,0.874443455,Donald Trump
Bath County,51017,Donald Trump,VA,1,1548,2243,0.690147124,Donald Trump
Mills County,48333,Donald Trump,TX,1,1949,2238,0.870866845,Donald Trump
Beaver County,40007,Donald Trump,OK,1,1987,2237,0.888243183,Donald Trump
Lake of the Woods County,27077,Donald Trump,MN,1,1540,2230,0.69058296,Donald Trump
Hancock County,47067,Donald Trump,TN,1,1842,2229,0.826379542,Donald Trump
Barber County,20007,Donald Trump,KS,1,1822,2209,0.824807605,Donald Trump
Presidio County,48377,Donald Trump,TX,1,652,2203,0.295960054,Hillary Clinton
Grant County,40053,Donald Trump,OK,1,1827,2200,0.830454545,Donald Trump
Dunn County,38025,Donald Trump,ND,1,1753,2199,0.797180537,Donald Trump
Norton County,20137,Donald Trump,KS,1,1808,2190,0.825570776,Donald Trump
Mitchell County,48335,Donald Trump,TX,1,1780,2190,0.812785388,Donald Trump
Swisher County,48437,Donald Trump,TX,1,1671,2190,0.763013699,Donald Trump
Adams County,16003,Donald Trump,ID,1,1556,2183,0.712780577,Donald Trump
Valley County,31175,Donald Trump,NE,1,1770,2172,0.814917127,Donald Trump
Morrill County,31123,Donald Trump,NE,1,1788,2166,0.825484765,Donald Trump
Scott County,20171,Donald Trump,KS,1,1832,2159,0.848540991,Donald Trump
Hickman County,21105,Donald Trump,KY,1,1657,2157,0.768196569,Donald Trump
